citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
579 S.W.3d 354,4,0,4,4,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | See Hillman v. Nueces County, 579 S.W.3d 354, 359 n.5 (Tex. 2019) ; Curry v. Harris County Appraisal Dist., 434 S.W.3d 815, 820 (Tex. App.Houston [14th"
581 S.W.3d 844,4,0,4,4,jurisdiction;lockout_eviction;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf | 581 S.W.3d 844, 848 (Tex. App.-Dallas 2019, no pet.) (citing In re Milton, 420 S.W.3d 245, 247 (Tex. App.-Houston [1st Dist.] 2013, orig. proceeding))."
603 S.W.2d 773,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | 508-509 (Tex.1984); Rizk v. Mayad, 603 S.W.2d 773, 776 (Tex.1980);"
604 S.W.2d 306,4,0,4,4,due_process;notice;jurisdiction;appeal;property_financial,"RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf | the court in the pending controversy as authorized by procedural statutes and rules. Perry v. Ponder, 604 S.W.2d 306, 322 (Tex.Civ.App.-Dallas 1980, no writ)."
612 S.W.2d 677,4,0,4,4,due_process;ex_parte;jurisdiction;notice;lockout_eviction,"RESEARCH\vLex-Vincent-Does-a-Texas-court-have-1.pdf | Magill v. Sheffield, 612 S.W.2d 677 (Tex. Ct. App. 1981)"
642 S.W.3d 925,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | In re Schreck, 642 S.W.3d 925 (Tex. App. 2022)"
659 S.W.3d 416,4,0,4,4,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | While Pidgeon was later superseded by Pidgeon v. Turner, 659 S.W.3d 416(Mem) (Tex. 2022), the procedural principle regarding jurisdictional determinations"
671 S.W.2d 507,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | not been prosecuted with due diligence. State v. Rotello, 671 S.W.2d 507,"
680 F.3d 162,4,0,4,4,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent--Case-5-24-cv-01311-R-Document-16-Filed-06-24-25-Page-1-of-45-IN-THE-UNITED-STATES-DISTRICT-COURT-FO-1.pdf | which is plausible.' 680 F.3d 162, 184 (2d Cir. 2012). Further, '[t]he choice"
685 S.W.2d 356,4,0,4,4,due_process;custody;federal_court;appeal,"RESEARCH\vLex-Vincent-The-court-issued-orders-without-1.pdf | Turner v. Lutz, 685 S.W.2d 356 (Tex. App. 1984)"
70 F.3d 983,4,0,4,4,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf | insufficient under 28 U.S.C.  1391(b). See Woodke v. Dahm, 70 F.3d 983,"
704 S.W.2d 482,4,0,4,4,hearing;property_financial;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-The-initial-orders-evolved-into-0d1f0edc-1.pdf | In Buffalo Bag Co. v. Joachim, 704 S.W.2d 482 (Tex.App.--Houston [14th Dist.] 1986, writ ref'd.), we held: 'Notwithstanding a valid Rule 11 agreement, consent"
715 S.W.2d 688,4,0,4,4,law_enforcement;due_process;recusal;notice;jurisdiction,"RESEARCH\vLex-Vincent-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-Wr-1.pdf | 652; Petitt v. Laware, 715 S.W.2d 688, 692 (Tex.App.--Houston [1st Dist.]"
729 S.W.2d 768,4,0,4,4,law_enforcement;recusal;notice;jurisdiction;lockout_eviction,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | Texaco, Inc. v. Pennzoil, Co., 729 S.W.2d 768 (Tex. App. 1987)"
762 S.W.2d 958,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | writ denied); Curtis v. State, 762 S.W.2d 958, 959 (Tex.App.--Dallas 1988, no"
765 S.W.2d 440,4,0,4,4,law_enforcement;fraud_perjury;property_financial;appeal,"RESEARCH\vLex-Vincent-The-wife-converted-$1,576-out-1.pdf | v. Young, 765 S.W.2d 440, 444 (Tex.App.-Dallas 1988, no writ)."
766 S.W.2d 307,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | (Vernon 1988); Money v. Jones, 766 S.W.2d 307, 308 (Tex.App.--Dallas 1989,"
800 S.W.2d 511,4,0,4,4,ex_parte;jurisdiction;fraud_perjury;federal_court;discovery,"RESEARCH\vLex-Vincent-The-wife-made-false-statements-1.pdf | authority stating that courts possess the inherent power to punish for contempt. See Ex parte Pryor, 800 S.W.2d 511, 512 (Tex. 1990); Ex parte Gorena, 595"
811 S.W.2d 571,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | See Ex parte Eastland, 811 S.W.2d 571, 572 (Tex.1991)."
837 S.W.2d 80,4,0,4,4,jurisdiction;lockout_eviction;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf | parent. In re S.A.V., 837 S.W.2d 80, 85 (Tex.1992); see also Shaffer v. Heitner, 433 U.S. 186, 208, n. 30, 97 S.Ct. 2569, 2582, n. 30, 53 L.Ed.2d 683 (1977)."
846 F.3d 112,4,0,4,4,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | was later declined to extend by Tex. Capital Bank N.A. v. Dall. Roadster, Ltd. (In re Dall. Roadster, Ltd.), 846 F.3d 112 (5th Cir. 2017), but this does not affect"
854 S.W.2d 195,4,0,4,4,recusal;ex_parte;jurisdiction;associate_judge;appeal,"RESEARCH\vLex-Vincent-Can-a-court-coordinator-in-1.pdf | invoke Rule 18a. See Arnold (no error in not referring motion to recuse not timely filed); McDuffie v. State, 854 S.W.2d 195 (Tex.App.Beaumont 1993, pet."
867 S.W.2d 807,4,0,4,4,law_enforcement;due_process;recusal;notice;jurisdiction,"RESEARCH\vLex-Vincent-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-Wr-1.pdf | to hear the motion. Wright v. Wright, 867 S.W.2d 807, 811 (Tex.App.--El Paso"
875 S.W.2d 730,4,0,4,4,hearing;property_financial;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-The-initial-orders-evolved-into-0d1f0edc-1.pdf | Padilla v. LaFrance, 875 S.W.2d 730 (Tex. App. 1994)"
890 S.W.2d 529,4,0,4,4,hearing;property_financial;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-The-initial-orders-evolved-into-0d1f0edc-1.pdf | Moseley v. Emco Mach. Works Co., 890 S.W.2d 529 (Tex. App. 1994)"
898 S.W.2d 269,4,0,4,4,law_enforcement;fraud_perjury;discovery;appeal;protective_order,"RESEARCH\vLex-Vincent-The-wife-filed-an-uncontested-0af1cca4-1.pdf | material misrepresentation. See Transport Ins. Co. v. Faircloth, 898 S.W.2d 269, 276 (Tex.1995). A material misrepresentation, as an element of fraud, means a"
920 S.W.2d 731,4,0,4,4,ex_parte;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (2)-1.pdf | Owens, 907 S.W.2d 484, 484 (Tex.1995); Santikos v. Santikos, 920 S.W.2d 731, 733-34 (Tex.App.--Houston [1st Dist.] 1996, writ denied)."
932 S.W.2d 284,4,0,4,4,jurisdiction;lockout_eviction;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf | Lemley v. Miller, 932 S.W.2d 284 (Tex. App. 1996)"
959 S.W.2d 241,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | Bourgeois v. Collier, 959 S.W.2d 241 (Tex. App. 1997)"
960 S.W.2d 41,4,0,4,4,law_enforcement;fraud_perjury;discovery;appeal;protective_order,"RESEARCH\vLex-Vincent-The-wife-filed-an-uncontested-0af1cca4-1.pdf | Formosa Plastics Corp. USA v. Presidio Engineers and Contractors, Inc., 960 S.W.2d 41, 41 Tex. Sup. Ct. J. 289 (Tex. 1998)"
974 S.W.2d 195,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | Rampart Capital Corp. v. Maguire, 974 S.W.2d 195 (Tex. App. 1998)"
976 S.W.2d 671,4,0,4,4,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-You-filed-a-separate-SAPCR (1)-1.pdf | Lighting & Power Co., 976 S.W.2d 671, 673 n. 17 (Tex.1998) (orig. proceeding) (listing notice as one of the basic elements of due process). Respondent"
987 S.W.2d 923,4,0,4,4,due_process;ex_parte;notice;lockout_eviction;federal_court,"RESEARCH\vLex-Vincent-The-court-ordered-the-user-02df880d-1.pdf | Dispensa v. University State Bank, 987 S.W.2d 923 (Tex. App. 1999)"
997 S.W.2d 194,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | re Masonite, 997 S.W.2d 194, 196 (Tex.1999). ... We believe that the"
999 S.W.2d 342,4,0,4,4,jurisdiction;lockout_eviction;appeal;hearing;property_financial,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | of discretion. Tex. R. Civ. P. 18a(f); Vickery v. Vickery, 999 S.W.2d 342, 349"
999 S.W.2d 521,4,0,4,4,property_financial;custody;protective_order;appeal;law_enforcement,"RESEARCH\vLex-Vincent-In-Texas,-would-lying-on-1.pdf | De La Pena, 999 S.W.2d 521, 528 (Tex. App.-El Paso 1999, no pet.), and 'the evidence must support the logical inference that some specific, identifiable"
701 S.W.2d 238,3,0,3,21,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | unreasonable manner (Downer v. Aquamarine Operators, Inc., 701 S.W.2d 238, 241-42 (Tex. 1985)). This standard has been reaffirmed in numerous subsequent"
446 U.S. 635,3,0,3,18,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | constitutional right. Gomez v. Toledo, 446 U.S. 635, 640 (1980); Phillips v. Monroe Cnty., 311 F.3d 369, 373 (5th Cir. 2002)."""
669 S.W.2d 309,3,0,3,17,notice;federal_court;appeal;hearing;property_financial,RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | 669 S.W.2d 309 (Tex. 1984)).
796 S.W.2d 164,3,0,3,16,due_process;notice;appeal;property_financial;mandamus,"RESEARCH\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.pdf | (Lewelling v. Lewelling, 796 S.W.2d 164 (Tex. 1990)). Note: This"
24 S.W.3d 338,3,1,2,15,property_financial;custody;due_process;jurisdiction;federal_court,"CASE DOCS\06.20.24 Motion to Signx2-1.pdf | child.  - Id  153.002 (emphasis added) ; In re V.L.K., 24 S.W.3d 338, 342 (Tex. 2000);"
551 S.W.3d 275,3,0,3,15,law_enforcement;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-Your-daughter's-health-condition-required-1.pdf | In In re Interest of K-A.B.M., 551 S.W.3d 275 (Tex. App. 2018), the court explained that ""the relevant inquiry is whether evidence exists that the endangerment of"
446 S.W.3d 355,3,0,3,14,law_enforcement;due_process;notice;fraud_perjury;appeal,RESEARCH\protective ORDER.pdf | 446 S.W.3d 355 (Tex. 2014) further affirms the importance of factual and
8 S.W.3d 303,3,0,3,13,appeal;hearing;property_financial;mandamus;jurisdiction,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | procedure (In re Rio Grande Valley Gas Co., 8 S.W.3d 303 (Tex. 1999); In re"
198 S.W.3d 231,3,0,3,12,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf | The legal consequences of a void order are severe. In re Mask, 198 S.W.3d 231, 234 (Tex. App. 2006) explains that ""a void order has no force or effect and"
208 F.3d 435,3,0,3,12,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | threat of suit for damages.' Figueroa v. Blackburn, 208 F.3d 435, 440 (3d Cir. 2000); Stump v. Sparkman, 435 U.S. 349, 36557 (1978) ('A judge will not be"
273 S.W.3d 152,3,3,0,12,federal_court;appeal;property_financial;child_support_oag;recusal,"CASE DOCS\05.22.2025_MOTION TO STRIKE OAG-1.pdf | a matter of right."" In re Union Carbide Corp., 273 S.W.3d 152, 154 (Tex. 2008). However, this"
311 F.3d 369,3,0,3,12,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | constitutional right. Gomez v. Toledo, 446 U.S. 635, 640 (1980); Phillips v. Monroe Cnty., 311 F.3d 369, 373 (5th Cir. 2002)."""
428 S.W.3d 850,3,0,3,12,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | process unless it is both prejudicial and intentionally designed to give one party a tactical advantage (State v. Krizan-Wilson, 428 S.W.3d 850 (Tex. Crim. App."
512 U.S. 107,3,0,3,12,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | the Constitution and laws' of the United States. Livadas v. Bradshaw, 512 U.S. 107, 132 (1994). It afford[s] redress for violations of federal statutes, as well as of"
726 F.3d 631,3,0,3,12,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | that the defendants were acting under color of state law when they committed the constitutional violation. Whitley v. Hanna, 726 F.3d 631, 638 (5th Cir. 2013)."""
985 S.W.2d 513,3,0,3,12,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | unreasonable as a matter of law and the party responsible for the delay cannot provide a sufficient excuse (Christian v. Christian, 985 S.W.2d 513 (Tex. App."
378 F.3d 71,3,0,3,11,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Branthoover-collaborated-to-devise-a-scheme-involving-the-preparati-1.pdf | In United States v. Cianci, 378 F.3d 71 (1st Cir. 2004), the First Circuit"
511 F.2d 953,3,0,3,10,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | 511 F.2d 953 (4th Cir. 1975) explicitly stated, ""Proof that the unlawful"
511 S.W.3d 163,3,0,3,10,appeal;notice;jurisdiction;civil_rights_1983;hearing,RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf | 511 S.W.3d 163 (Tex. App. 2014). Analysis 1. Deprivation of Property
122 S.W.3d 911,3,0,3,9,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | 07-20-00203-CV (Tex. App. Sep 29, 2020)), and Mauricio v. Boecker (Mauricio v. Boecker, 122 S.W.3d 911 (Tex. 2003))."
142 F.3d 326,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | decided in a state court. See Gotfried v. Med. Planning Servs., 142 F.3d 326, 330 (6th Cir. 1998). Under the Rooker-Feldman doctrine, a litigant cannot"
203 S.W.3d 495,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-The-father-was-removed-from-1.pdf | Kennedy v. Andover Place Apartments, 203 S.W.3d 495 (Tex. App. 2006)"
211 F.3d 760,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | Gallas v. Supreme Ct. of Pa., 211 F.3d 760, 768 (3d Cir. 2000). Moreover, '[g]enerally. .. 'where a court has some subject matter jurisdiction, there is sufficient"
28 S.W.3d 235,3,0,3,9,recusal;ex_parte;notice;federal_court;associate_judge,"RESEARCH\vLex-Vincent-The-regional-presiding-judge-has (2)-1.pdf | Brosseau v. Ranzau, 28 S.W.3d 235, 238 (Tex. App. 2000) (overruled on other grounds, see below); see also State ex rel. Millsap v. Lozano, 692 S.W.2d 470,"
343 F.3d 719,3,0,3,9,fraud_perjury;appeal;discovery;law_enforcement;notice,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | Corp., 343 F.3d 719, 724 (5th Cir. 2003) (citing Williams v. WMX Techs., Inc.,"
345 S.W.2d 706,3,0,3,9,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf | This case also clarified that McEwen v. Harrison, 345 S.W.2d 706, 162 Tex. 125 (Tex. 1961), which contained ""conflicting language"" regarding challenges to void"
349 S.W.3d 250,3,0,3,9,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-Can-a-judge-be-recused-1.pdf | H.M.S., a Child., 349 S.W.3d 250 (Tex. App. 2011) stated that ""Judicial rulings alone almost never constitute a valid basis for a motion to recuse based on bias or"
443 F.3d 302,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | Azubuko v. Royal, 443 F.3d 302, 303-04 (3d Cir. 2006) (per curiam). An act is taken in a judge's judicial capacity if it is 'a function normally performed by a judge.'"
460 U.S. 462,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | challenges allege that the state court's action was unconstitutional.' District of Columbia Court of Appeals v. Feldman, 460 U.S. 462, 486 (1983). 'This rule applies"
480 S.W.3d 842,3,0,3,9,law_enforcement;due_process;recusal;ex_parte;jurisdiction,"RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf | In re Slaughter, 480 S.W.3d 842 (Tex. Spec. Ct. Rev. 2015) recognizes that ""Sometimes the judge may need to recuse herself, or be recused, even though she"
510 U.S. 266,3,0,3,9,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | rights conferred elsewhere. See Albright v. Oliver, 510 U.S. 266, 271 (1994)."""
521 U.S. 702,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | certain fundamental rights and liberty interests.' Washington v. Glucksberg, 521 U.S. 702, 720 (1997). Among these rights and liberty interests are: the right of [a]"
544 S.W.2d 745,3,0,3,9,law_enforcement;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-Your-daughter's-health-condition-required-1.pdf | Higgins v. Dallas County Child Welfare Unit, 544 S.W.2d 745 (Tex. Ct. App. 1976) was overruled by S.H.A., In Interest of, 728 S.W.2d 73 (Tex. App. 1987), but its"
573 S.W.3d 896,3,0,3,9,law_enforcement;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-Your-daughter's-health-condition-required-1.pdf | In In re Interest of O.E.R., 573 S.W.3d 896 (Tex. App. 2019), the court stated that ""A child is endangered when the environment creates a potential for danger"
649 S.W.3d 857,3,0,3,9,recusal;notice;jurisdiction;federal_court;appeal,"RESEARCH\vLex-Vincent-Is-it-appropriate-for-a-1.pdf | hear the case. This further limits a judges authority to act in the face of a timely objection (In re Caddell, 649 S.W.3d 857 (Tex. App. 2022))."
652 S.W.3d 508,3,0,3,9,due_process;notice;temporary_orders;federal_court;appeal,"RESEARCH\vLex-Vincent-If-a-judge-in-Texas-deprived-a-litigant-of-their-home-and-property-without-a-hearing--issued-an-orde-1.pdf | Mathews v. Eldridge, as referenced in In re Interest of J.R., 652 S.W.3d 508"
659 S.W.3d 21,3,0,3,9,due_process;ex_parte;notice;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-A-party-cannot-be-removed-1.pdf | Earlier cases such as Cox v. Walden, 13-20-00283-CV (Tex. App. Jan 13, 2022), Bell v. State ex rel. S.E.G., 659 S.W.3d 21 (Tex. App. 2021), Boyd v."
