citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
Sch. v. Than | 901 S.W.2d 926,4,0,4,4,due_process;ex_parte;notice;lockout_eviction;federal_court,"RESEARCH\vLex-Vincent-The-court-ordered-the-user-02df880d-1.pdf | 428, 102 S.Ct. 1148, 115354, 71 L.Ed.2d 265 (1982) ; Univ. of Tex. Med. Sch. v. Than, 901 S.W.2d 926, 929 (Tex. 1995) )."
Servs. v. Balquinta | 133 S.W.3d 217,4,0,4,4,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | specific cause of action. See Texas Dep't of Parks & Wildlife v. Miranda, 133 S.W.3d 217, 226 (Tex.2004) ; Texas Dep't of State Health Servs. v. Balquinta, 429"
Shaffer v. Heitner | 433 U.S. 186,4,0,4,4,jurisdiction;lockout_eviction;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf | parent. In re S.A.V., 837 S.W.2d 80, 85 (Tex.1992); see also Shaffer v. Heitner, 433 U.S. 186, 208, n. 30, 97 S.Ct. 2569, 2582, n. 30, 53 L.Ed.2d 683 (1977)."
Shaffer v. Heitner | 837 S.W.2d 80,4,0,4,4,jurisdiction;lockout_eviction;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf | parent. In re S.A.V., 837 S.W.2d 80, 85 (Tex.1992); see also Shaffer v. Heitner, 433 U.S. 186, 208, n. 30, 97 S.Ct. 2569, 2582, n. 30, 53 L.Ed.2d 683 (1977)."
Sniadach v. Family | 395 U.S. 337,4,0,4,4,due_process;ex_parte;notice;lockout_eviction;federal_court,"RESEARCH\vLex-Vincent-The-court-ordered-the-user-02df880d-1.pdf | involved. The case that is most relevant here is Sniadach v. Family Finance Corp., 395 U.S. 337 . ... The Court stated: [A] prejudgment garnishment of the"
Stallworth v. Stallworth | 153 S.W.3d 591,4,0,4,4,jurisdiction;lockout_eviction;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf | Both Stallworth v. Stallworth, 201 S.W.3d 338 (Tex. App. 2006) and In re Estes, 153 S.W.3d 591 (Tex. App. 2004) (noting again its overruled status) explain that"
Starnes v. Chapman | 793 S.W.2d 104,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | Starnes v. Chapman, 793 S.W.2d 104 (Tex. App. 1990)"
State v. Rotello | 671 S.W.2d 507,4,0,4,4,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | not been prosecuted with due diligence. State v. Rotello, 671 S.W.2d 507,"
States v. Smith | 133 F.3d 737,4,0,4,4,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf | execute the scheme. See United States v. Smith, 133 F.3d 737, 742 (10th Cir."
Stein v. Stein | 682 S.W.2d 525,4,0,4,4,hearing;property_financial;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-The-initial-orders-evolved-into-0d1f0edc-1.pdf | Kennedy v. Hyde, 682 S.W.2d 525, 528 (Tex. 1984); Stein v. Stein, 868 S.W.2d 902, 903 (Tex.App.Houston [14th Dist.] 1994, no writ). Without consent, the"
Turner v. Lutz | 685 S.W.2d 356,4,0,4,4,due_process;custody;federal_court;appeal,"RESEARCH\vLex-Vincent-The-court-issued-orders-without-1.pdf | Turner v. Lutz, 685 S.W.2d 356 (Tex. App. 1984)"
USA v. Presidio | 960 S.W.2d 41,4,0,4,4,law_enforcement;fraud_perjury;discovery;appeal;protective_order,"RESEARCH\vLex-Vincent-The-wife-filed-an-uncontested-0af1cca4-1.pdf | Formosa Plastics Corp. USA v. Presidio Engineers and Contractors, Inc., 960 S.W.2d 41, 41 Tex. Sup. Ct. J. 289 (Tex. 1998)"
Vickery v. Vickery | 999 S.W.2d 342,4,0,4,4,jurisdiction;lockout_eviction;appeal;hearing;property_financial,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | of discretion. Tex. R. Civ. P. 18a(f); Vickery v. Vickery, 999 S.W.2d 342, 349"
Woodke v. Dahm | 70 F.3d 983,4,0,4,4,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf | insufficient under 28 U.S.C.  1391(b). See Woodke v. Dahm, 70 F.3d 983,"
Wright v. Wright | 867 S.W.2d 807,4,0,4,4,law_enforcement;due_process;recusal;notice;jurisdiction,"RESEARCH\vLex-Vincent-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-Wr-1.pdf | to hear the motion. Wright v. Wright, 867 S.W.2d 807, 811 (Tex.App.--El Paso"
York v. Smokes-Spirits.Com | 541 F.3d 425,4,0,4,4,rico;federal_court;appeal;property_financial;lockout_eviction,"RESEARCH\vLex-Vincent-Charles-was-evicted-from-his-home--deprived-of-marital-funds--and-removed-from-his-business-as-a-dir-1.pdf | City of New York v. Smokes-Spirits.Com, Inc., 541 F.3d 425 (2nd Cir. 2008)"
Downer v. Aquamarine | 701 S.W.2d 238,3,0,3,18,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | unreasonable manner (Downer v. Aquamarine Operators, Inc., 701 S.W.2d 238, 241-42 (Tex. 1985)). This standard has been reaffirmed in numerous subsequent"
Gomez v. Toledo | 446 U.S. 635,3,0,3,18,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | constitutional right. Gomez v. Toledo, 446 U.S. 635, 640 (1980); Phillips v. Monroe Cnty., 311 F.3d 369, 373 (5th Cir. 2002)."""
Lewelling v. Lewelling | 796 S.W.2d 164,3,0,3,15,due_process;notice;appeal;property_financial;mandamus,"RESEARCH\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.pdf | (Lewelling v. Lewelling, 796 S.W.2d 164 (Tex. 1990)). Note: This"
Montgomery v. Kennedy | 669 S.W.2d 309,3,0,3,15,notice;federal_court;appeal;hearing;property_financial,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | (Tex. 2012); Montgomery v. Kennedy, 669 S.W.2d 309 (Tex. 1984))."
Christian v. Christian | 985 S.W.2d 513,3,0,3,12,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | unreasonable as a matter of law and the party responsible for the delay cannot provide a sufficient excuse (Christian v. Christian, 985 S.W.2d 513 (Tex. App."
Figueroa v. Blackburn | 208 F.3d 435,3,0,3,12,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | threat of suit for damages.' Figueroa v. Blackburn, 208 F.3d 435, 440 (3d Cir. 2000); Stump v. Sparkman, 435 U.S. 349, 36557 (1978) ('A judge will not be"
Gomez v. Toledo | 311 F.3d 369,3,0,3,12,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | constitutional right. Gomez v. Toledo, 446 U.S. 635, 640 (1980); Phillips v. Monroe Cnty., 311 F.3d 369, 373 (5th Cir. 2002)."""
In re Interest | 551 S.W.3d 275,3,0,3,12,law_enforcement;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-Your-daughter's-health-condition-required-1.pdf | In In re Interest of K-A.B.M., 551 S.W.3d 275 (Tex. App. 2018), the court explained that ""the relevant inquiry is whether evidence exists that the endangerment of"
In re Union | 273 S.W.3d 152,3,3,0,12,federal_court;appeal;property_financial;child_support_oag;recusal,"CASE DOCS\05.22.2025_MOTION TO STRIKE OAG-1.pdf | a matter of right."" In re Union Carbide Corp., 273 S.W.3d 152, 154 (Tex. 2008). However, this"
Livadas v. Bradshaw | 512 U.S. 107,3,0,3,12,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | the Constitution and laws' of the United States. Livadas v. Bradshaw, 512 U.S. 107, 132 (1994). It afford[s] redress for violations of federal statutes, as well as of"
Mauricio v. Boecker | 122 S.W.3d 911,3,0,3,12,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | 07-20-00203-CV (Tex. App. Sep 29, 2020)), and Mauricio v. Boecker (Mauricio v. Boecker, 122 S.W.3d 911 (Tex. 2003))."
Phillips v. Monroe | 311 F.3d 369,3,0,3,12,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | constitutional right. Gomez v. Toledo, 446 U.S. 635, 640 (1980); Phillips v. Monroe Cnty., 311 F.3d 369, 373 (5th Cir. 2002)."""
Phillips v. Monroe | 446 U.S. 635,3,0,3,12,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | constitutional right. Gomez v. Toledo, 446 U.S. 635, 640 (1980); Phillips v. Monroe Cnty., 311 F.3d 369, 373 (5th Cir. 2002)."""
In re Rio | 8 S.W.3d 303,3,0,3,11,appeal;hearing;property_financial;mandamus;jurisdiction,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | procedure (In re Rio Grande Valley Gas Co., 8 S.W.3d 303 (Tex. 1999); In re"
Brosseau v. Ranzau | 28 S.W.3d 235,3,0,3,10,recusal;ex_parte;notice;federal_court;associate_judge,"RESEARCH\vLex-Vincent-The-regional-presiding-judge-has (2)-1.pdf | Brosseau v. Ranzau, 28 S.W.3d 235, 238 (Tex. App. 2000) (overruled on other grounds, see below); see also State ex rel. Millsap v. Lozano, 692 S.W.2d 470,"
Albright v. Oliver | 510 U.S. 266,3,0,3,9,law_enforcement;ex_parte;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-1.pdf | rights conferred elsewhere. See Albright v. Oliver, 510 U.S. 266, 271 (1994)."""
Appeals v. Feldman | 460 U.S. 462,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | challenges allege that the state court's action was unconstitutional.' District of Columbia Court of Appeals v. Feldman, 460 U.S. 462, 486 (1983). 'This rule applies"
Azubuko v. Royal | 443 F.3d 302,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | Azubuko v. Royal, 443 F.3d 302, 303-04 (3d Cir. 2006) (per curiam). An act is taken in a judge's judicial capacity if it is 'a function normally performed by a judge.'"
Bell v. State | 659 S.W.3d 21,3,0,3,9,due_process;ex_parte;notice;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-A-party-cannot-be-removed-1.pdf | Earlier cases such as Cox v. Walden, 13-20-00283-CV (Tex. App. Jan 13, 2022), Bell v. State ex rel. S.E.G., 659 S.W.3d 21 (Tex. App. 2021), Boyd v."
Degarmo v. State | 922 S.W.2d 256,3,0,3,9,law_enforcement;due_process;recusal;ex_parte;jurisdiction,"RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf | Additionally, as noted in Degarmo v. State, 922 S.W.2d 256 (Tex. App. 1996): ""Disqualification of a judge in a criminal case can occur when: (1) the judge is the"
Gallas v. Supreme | 211 F.3d 760,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | Gallas v. Supreme Ct. of Pa., 211 F.3d 760, 768 (3d Cir. 2000). Moreover, '[g]enerally. .. 'where a court has some subject matter jurisdiction, there is sufficient"
Higgins v. Dallas | 544 S.W.2d 745,3,0,3,9,law_enforcement;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-Your-daughter's-health-condition-required-1.pdf | Higgins v. Dallas County Child Welfare Unit, 544 S.W.2d 745 (Tex. Ct. App. 1976) was overruled by S.H.A., In Interest of, 728 S.W.2d 73 (Tex. App. 1987), but its"
In re Black | 640 S.W.3d 894,3,0,3,9,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | cases, including In re Black (In re Black, 640 S.W.3d 894 (Tex. App. 2022)), In re Hart (In re Hart, No. 07-20-00201-CV, No. 07-20-00202-CV, No."
In re Caddell | 649 S.W.3d 857,3,0,3,9,recusal;notice;jurisdiction;federal_court;appeal,"RESEARCH\vLex-Vincent-Is-it-appropriate-for-a-1.pdf | hear the case. This further limits a judges authority to act in the face of a timely objection (In re Caddell, 649 S.W.3d 857 (Tex. App. 2022))."
In re Columbia | 290 S.W.3d 204,3,0,3,9,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-1.pdf | protections (In re Columbia Medical Center, 290 S.W.3d 204 (Tex. 2009))."
In re Interest | 573 S.W.3d 896,3,0,3,9,law_enforcement;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-Your-daughter's-health-condition-required-1.pdf | In In re Interest of O.E.R., 573 S.W.3d 896 (Tex. App. 2019), the court stated that ""A child is endangered when the environment creates a potential for danger"
In re Interest | 652 S.W.3d 508,3,0,3,9,due_process;notice;temporary_orders;federal_court;appeal,"RESEARCH\vLex-Vincent-If-a-judge-in-Texas-deprived-a-litigant-of-their-home-and-property-without-a-hearing--issued-an-orde-1.pdf | Mathews v. Eldridge, as referenced in In re Interest of J.R., 652 S.W.3d 508"
In re Mask | 198 S.W.3d 231,3,0,3,9,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf | The legal consequences of a void order are severe. In re Mask, 198 S.W.3d 231, 234 (Tex. App. 2006) explains that ""a void order has no force or effect and"
In re Slaughter | 480 S.W.3d 842,3,0,3,9,law_enforcement;due_process;recusal;ex_parte;jurisdiction,"RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf | In re Slaughter, 480 S.W.3d 842 (Tex. Spec. Ct. Rev. 2015) recognizes that ""Sometimes the judge may need to recuse herself, or be recused, even though she"
Inc. v. Curry | 718 S.W.2d 50,3,0,3,9,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | capricious, or made without reason (Weisel Enterprises, Inc. v. Curry, 718 S.W.2d 50 (Tex. App. 1986); Bush v. Vela, 535 S.W.2d 803 (Tex. Ct. App. 1976))."
Latty v. Owens | 907 S.W.2d 484,3,0,3,9,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf | or capacity to act as a court. State ex rel. Latty v. Owens, 907 S.W.2d 484, 484 (Tex. 1995) (""A judgment is void only when it is clear that the court rendering the"
McEwen v. Harrison | 345 S.W.2d 706,3,0,3,9,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf | This case also clarified that McEwen v. Harrison, 345 S.W.2d 706, 162 Tex. 125 (Tex. 1961), which contained ""conflicting language"" regarding challenges to void"
State v. Krizan-Wilson | 428 S.W.3d 850,3,0,3,9,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | process unless it is both prejudicial and intentionally designed to give one party a tactical advantage (State v. Krizan-Wilson, 428 S.W.3d 850 (Tex. Crim. App."
Washington v. Glucksberg | 521 U.S. 702,3,0,3,9,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | certain fundamental rights and liberty interests.' Washington v. Glucksberg, 521 U.S. 702, 720 (1997). Among these rights and liberty interests are: the right of [a]"
In re Berryman | 629 S.W.3d 453,3,0,3,8,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent-Answer-Short-response-The-unprecedented-treatment-described-in-the-provided-record-including-apparen-1.pdf | deprived of property or custody. In In re Berryman, 629 S.W.3d 453 (Tex."
In re Laurie | 691 S.W.3d 769,3,0,3,8,notice;jurisdiction;temporary_orders;federal_court;associate_judge,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers-----------1.pdf | authority (In re Laurie, 691 S.W.3d 769 (Tex. App. 2024); In re Harris (Tex."
LOUISIANA v. River | 920 F.3d 958,3,0,3,8,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (3)-1.pdf | MANAGEMENT OF LOUISIANA v. River Birch, Inc., 920 F.3d 958 (5th"
Smith v. Berg | 247 F.3d 532,3,0,3,8,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants--fraudulent-actions-led-to-Plaintiff-being-evicted-from-his-home--which-also-served-as-hi-1.pdf | plaintiff's position. In Smith v. Berg, 247 F.3d 532 (3rd Cir. 2001), the court"
States v. Nardello | 393 U.S. 286,3,0,3,8,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | In United States v. Nardello, 393 U.S. 286, 89 S.Ct. 534, 21 L.Ed.2d 487"
U.S. v. Corbin | 662 F.2d 1066,3,0,3,8,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | applies to casual or sporadic criminal activity, U.S. v. Corbin, 662 F.2d 1066"
All. v. Hickenlooper | 859 F.3d 865,3,0,3,7,fraud_perjury;appeal;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char-1.pdf | Safe Streets All. v. Hickenlooper, 859 F.3d 865, 881 (10th Cir. 2017) (quoting"
Catt v. Middleton | 698 S.W.3d 66,3,0,3,7,notice;appeal;hearing;law_enforcement;federal_court,RESEARCH\RULE 12.pdf | Catt v. Middleton 698 S.W.3d 66
Delcourt v. Silverman | 919 S.W.2d 777,3,0,3,7,recusal;appeal;jurisdiction;injunction;federal_court,"RESEARCH\vLex-Vincent-Answer-Short-response-While-the-plaintiff-s-allegations--if-proven--could-potentially-satisfy-the-el-1.pdf | 1998); Delcourt v. Silverman, 919 S.W.2d 777 (Tex. App. 1996)). The courts"
Harper v. Merckle | 638 F.2d 848,3,0,3,7,jurisdiction;federal_court;civil_rights_1983;appeal;recusal,"RESEARCH\vLex-Vincent----The-judge-and-court-coordinator-allegedly-altered-and-selectively-transmitted-recusal-motions-and-1.pdf | The Fifth Circuit in Harper v. Merckle, 638 F.2d 848 (5th Cir. 1981) held that"
Higgins v. Randall | 257 S.W.3d 684,3,0,3,7,law_enforcement;appeal;property_financial;sanctions_contempt;fraud_perjury,"RESEARCH\vLex-Vincent-Can-a-divorce-case-be-1.pdf | Higgins v. Randall County Sheriff's Office, 257 S.W.3d 684 (Tex. 2008)"
In re Cook | 394 S.W.3d 668,3,0,3,7,jurisdiction;federal_court;appeal;mandamus;injunction,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | also In re Cook, 394 S.W.3d 668, 671 (Tex. App.Tyler 2012, orig."
In re T.J.S | 71 S.W.3d 452,3,0,3,7,due_process;notice;appeal;property_financial;mandamus,"RESEARCH\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.pdf | subsequent case law (In re T.J.S., 71 S.W.3d 452 (Tex. App. 2002)), the"
In re Torres | 130 S.W.3d 409,3,0,3,7,jurisdiction;federal_court;appeal;hearing;property_financial,"RESEARCH\VLEX EVANS-1.pdf | In re Torres, 130 S.W.3d 409 (Tex. 2004)"
Rewis v. United | 401 U.S. 808,3,0,3,7,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | criminal activity, see Rewis v. United States, 401 U.S. 808, 91 S.Ct. 1056, 28"
States v. Garcia | 793 F.3d 1194,3,0,3,7,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf | collection of unlawful debt,"" United States v. Garcia, 793 F.3d 1194 (10th"
U.S. v. Dozier | 672 F.2d 531,3,1,2,7,federal_court;property_financial;recusal;notice;rico,"CASE DOCS\09.22.25 - NOTICE-1-1.pdf | goals by depriving the Respondent of his home and business (U.S. v. Dozier, 672 F.2d 531, 544"
U.S. v. Hutchinson | 573 F.3d 1011,3,0,3,7,fraud_perjury;appeal;jurisdiction;federal_court;property_financial,"RESEARCH\vLex-Vincent-TIMELINE-OF-EVENTS-BACKGROUND-Morgan-Michelle-Myers----Myers---and-Charles-Dustin-Myers----Plaintiff-1.pdf | See U.S. v. Hutchinson, 573 F.3d 1011 (10th Cir. 2009)."
U.S. v. Pomponio | 511 F.2d 953,3,0,3,7,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | violation would still stand. As U.S. v. Pomponio, 511 F.2d 953 (4th Cir. 1975)"
U.S. v. Prince | 214 F.3d 740,3,0,3,7,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | U.S. v. Prince, 214 F.3d 740 (6th Cir. 1999)"
