citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
Puntarelli v. Peterson,4,0,4,16,law_enforcement;fraud_perjury;property_financial;appeal,"RESEARCH\vLex-Vincent-The-wife-converted-$1,576-out-1.pdf | Fiduciary Duty and Financial Misconduct: In Puntarelli v. Peterson, 405 S.W.3d 131 (Tex. App. 2013), the court highlighted the fiduciary duty spouses owe"
State v. Holland,4,0,4,16,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Initial Examination of Pleadings: As explained in State v. Holland, 221 S.W.3d 639 (Tex. 2007), courts ""focus first on the plaintiff's petition to determine"
States v. Pierce,4,0,4,16,rico;federal_court;appeal;property_financial;law_enforcement,"RESEARCH\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-1.pdf | States v. Gershman, 31 F.4th 80 (2nd Cir. 2022) and United States v. Pierce,"
In re B.B.M,4,0,4,15,appeal;property_financial;custody;protective_order;law_enforcement,"RESEARCH\BEST INTERESTS.pdf | The appellate court in In re B.B.M., 291 S.W.3d 463 (Tex. App. 2009)"
In re Children's,4,0,4,15,due_process;notice;temporary_orders;appeal;hearing,RESEARCH\REFUSAL TO HEAR TRO2.pdf | comply with these requirements or issues a void order (In re Children's Med.
In re Meador,4,4,0,15,law_enforcement;recusal;notice;temporary_orders;fraud_perjury,"CASE DOCS\05.05.25 - Motion to Disqualify (CARTER)-1.pdf | In re Meador, 968 S.W.2d 346, 351 (Tex. 1998) (noting that ""lawyers must be held to the highest"
Ex parte Sinegar,4,1,3,14,due_process;recusal;ex_parte;federal_court;associate_judge,"CASE DOCS\05.27.25 - MANDAMUS CAYCE_5ACD0433.pdf | Ex parte Sinegar,"
Inc. v. Patel,4,0,4,14,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (1)-1.pdf | Oblio Telecom, Inc. v. Patel, 711 F.Supp.2d 668 (N.D. Tex. 2008)"
Fielder v. Howell,4,0,4,13,recusal;appeal;notice;mandamus;law_enforcement,"RESEARCH\vLex-Vincent--I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-s-1.pdf | Greenberg, Fisk & Fielder v. Howell, 676 S.W.2d 431 (Tex. App. 1984))."
Heck v. Humphrey,4,0,4,13,law_enforcement;jurisdiction;federal_court;appeal;civil_rights_1983,"RESEARCH\vLex-Vincent-The-father-has-exhausted-all-available-state-remedies--including-six-mandamus-petitions--and-has-bee-1.pdf | remedies rest primarily on the interplay of Heck v. Humphrey, Preiser V."
In re B.F.B,4,0,4,13,recusal;notice;federal_court;appeal;hearing,"RESEARCH\vLex-Vincent-Is-it-appropriate-for-a-1.pdf | judge from the second filed case signs orders in both courts without proper transfer or assignment, such orders may be void for lack of authority (In re B.F.B.,"
In re Valero,4,3,1,13,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\05.19.2025_CASE MEMORANDUM-1.pdf | In re Valero Energy Corp.,"
Bd. v. Williams,4,0,4,12,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | of due diligence (Veterans' Land Bd. v. Williams, 543 S.W.2d 89 (Tex. 1976);"
Branch v. Fort,4,0,4,12,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Standard of Review: In Branch v. Fort Bend Cnty., 14-19-00477-CV (Tex. App. Jul 15, 2021), the court explained that ""A plea questioning the trial court's"
Com'n v. Charter,4,0,4,12,due_process;custody;federal_court;appeal,"RESEARCH\vLex-Vincent-The-court-issued-orders-without-1.pdf | supported by Texas Health Facilities Com'n v. Charter Medical-Dallas, Inc., 665 S.W.2d 446 (Tex. 1984), although it was later superseded by statute. This"
Curry v. Harris,4,0,4,12,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | court orders that are void due to lack of jurisdiction. Curry v. Harris Cnty. Appraisal Dist., 434 S.W.3d 815 (Tex. App. 2014) explicitly states that ""When there is an"
Dillon v. Medellin,4,0,4,12,jurisdiction;lockout_eviction;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf | Texas law also provides grounds for challenging a court's continuing jurisdiction in family law matters. Dillon v. Medellin, 627 S.W.2d 737 (Tex. App. 1981)"
Griffith v. Griffith,4,0,4,12,jurisdiction;lockout_eviction;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-are-the-grounds-and-1.pdf | Similarly, Griffith v. Griffith, 341 S.W.3d 43 (Tex. App. 2011) highlights how these residency requirements can be used as a ground for jurisdictional challenges,"
Holloway v. Walker,4,0,4,12,appeal;jurisdiction;federal_court;recusal;fraud_perjury,"RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf | Holloway v. Walker, 765 F.2d 517 (5th Cir. 1985)"
In re Branscomb,4,0,4,12,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | procedures, as such acts are not correctable by appeal (In re Branscomb"
In re Eaton,4,0,4,12,ex_parte;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (2)-1.pdf | 201.016; In re Eaton, No. 02-14-00239-CV, 2014). However, this does not cure the underlying procedural defect of failing to provide notice or rendering an order"
In re W.S,4,0,4,12,due_process;custody;federal_court;appeal,"RESEARCH\vLex-Vincent-The-court-issued-orders-without-1.pdf | predicate violation and that termination is in the child's best interest, as established in In re W.S., No. 10-17-00318-CV (Tex. App. Mar 28, 2018). This"
Inc. v. Forrest,4,1,3,12,notice;jurisdiction;lockout_eviction;federal_court;appeal,"CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf | Mapco, Inc. v. Forrest,"
Lopez v. State,4,1,3,12,law_enforcement;recusal;jurisdiction;federal_court;appeal,"CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf | Lopez v. State,"
Minix v. Charlton,4,0,4,12,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Scope of Challenge: In Minix v. Charlton, NUMBER 13-17-00082-CV (Tex. App. Feb 22, 2018), the court noted that ""A plea to the jurisdiction is a procedural"
Pidgeon v. Turner,4,0,4,12,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Pidgeon v. Turner, 625 S.W.3d 583 (Tex. App. 2021) further reinforces this point by explaining that ""When there is an issue as to the trial court's subject-matter"
Servs. v. Balquinta,4,0,4,12,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Opportunity to Amend: Tex. Dep't of State Health Servs. v. Balquinta, 429 S.W.3d 726 (Tex. App. 2014) states that ""If the pleadings fail to allege sufficient"
Thompson v. Thompson-Hamilton,4,0,4,12,hearing;property_financial;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-The-initial-orders-evolved-into-0d1f0edc-1.pdf | over oral agreements and ensure that all parties have voluntarily consented to the terms (Thompson v. Thompson-Hamilton Eng'g Servs., 2023)."
U.S. v. Williams,4,0,4,12,federal_court;appeal;property_financial;rico;fraud_perjury,"RESEARCH\vLex-Vincent-eXPLAIN-how-judges-and-attorneys-in-a-divorce-suit-can-be-implicated-in-a-rico-conspiracy-started-by-1.pdf | Similarly, U.S. v. Williams, 809 F.2d 1072 (5th Cir. 1987) was vacated by U.S."
USA v. Presidio,4,0,4,12,law_enforcement;fraud_perjury;discovery;appeal;protective_order,"RESEARCH\vLex-Vincent-The-wife-filed-an-uncontested-0af1cca4-1.pdf | Formosa Plastics Corp. USA v. Presidio Engineers and Contractors, Inc. However, this case was declined to follow by Heil Co. v. Polar Corp., which may"
Cascos v. Cameron,4,1,3,11,law_enforcement;due_process;notice;fraud_perjury;federal_court,CASE DOCS\07.28.25 - MOTION FOR REHEARING.pdf | eventual reversal of improperly conducted proceedings. Cascos v. Cameron
Corp. v. American,4,0,4,11,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-The-complaint-identifies-multiple-predicate-acts--including-wire-fraud--mail-fraud--and-obstruction--1.pdf | In United HealthCare Corp. v. American Trade Ins. Co., Ltd., 88 F.3d 563"
In re Cook,4,0,4,11,jurisdiction;federal_court;appeal;mandamus;discovery,"RESEARCH\HIDING DOCUMENTS FROM PUBLIC.pdf | attorneys and judges to prevent them (In re Cook, 629 S.W.3d 591 (Tex. App."
In re Hart,4,0,4,11,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent---1--The-Respondent--Charles-Dustin-Myers--filed-a-motion-to-recuse-the-Regional-Presiding-Judge--Da-1.pdf | re Megatel Homes, LLC; In re Hart, No. 07-20-00201-CV (Tex. App. Sep 29,"
Johnson v. Vernon,4,0,4,11,due_process;ex_parte;notice;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-A-party-cannot-be-removed-1.pdf | Johnson v. Vernon, 05-24-00179-CV (Tex. App. Jan 27, 2025) emphasized the procedural requirement for a hearing on an application for a protective order,"
Ltd. v. King,4,0,4,11,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf | Supreme Court's decision in Cedric Kushner Promotions, Ltd. v. King, 533"
Mitchum v. Foster,4,0,4,11,law_enforcement;jurisdiction;federal_court;appeal;civil_rights_1983,RESEARCH\vLex-Vincent-The-father-has-exhausted-all-available-state-remedies--including-six-mandamus-petitions--and-has-bee-1.pdf | Mitchum v. Foster and related authorities. In circumstances where a litigant
Nath v. Texas,4,2,2,11,law_enforcement;due_process;notice;fraud_perjury;federal_court,"CASE DOCS\06.05.25 - REQUEST FOR HEARING ON DWOP-1.pdf | West, 433 S.W.3d 101 (Tex. App. 2014), Nath v. Texas Children's Hosp., NO. 14-11-00034-CV,"
Rodriguez v. Meta,4,0,4,11,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (1)-1.pdf | Rodriguez v. Meta Platforms, Inc."
Wilson v. State,4,1,3,11,law_enforcement;notice;jurisdiction;federal_court;appeal,"CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf | Wilson v. State,"
Winfield v. Daggett,4,0,4,11,recusal;ex_parte;jurisdiction;federal_court;associate_judge,"RESEARCH\regional_retired_judges.pdf | motion and prior to a hearing on the motion."" ... ""In Winfield v. Daggett... the"
Fedorova v. Foley,4,0,4,10,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRICT-COURT-FOR-THE-WESTERN-DISTRICT-OF-OKLAHOMA--CHARLES-DUSTIN-MYERS------ (1)-1.pdf | successful RICO claim. As noted in Fedorova v. Foley (W.D. Mich. 2023),"
Flores v. Peschel,4,0,4,10,recusal;appeal;notice;jurisdiction;hearing,"RESEARCH\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa-1.pdf | Court of Appeals in Flores v. Peschel, 927 S.W.2d 209 (Tex. App. 1996)"
In re S.A.P,4,0,4,10,fraud_perjury;appeal;law_enforcement;notice;hearing,"RESEARCH\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-1.pdf | preserved in the trial court to be considered on appeal (In re S.A.P., 169 S.W."
In re Sheshtawy,4,3,1,10,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\05.19.2025_CASE MEMORANDUM-1.pdf | In re Sheshtawy,"
Inc. v. Second,4,0,4,10,rico;federal_court;appeal;property_financial;fraud_perjury,"RESEARCH\vLex-Vincent-Charles-was-evicted-from-his-home-and-divested-of-custody-of-his-children-as-a-result-of-the-coordin-1.pdf | Sunbelt Rentals, Inc. v. Second Life Equip., Civil Action 5:20-CV-00070-KDB-"
State v. Volkswagen,4,0,4,10,law_enforcement;recusal;notice;jurisdiction;lockout_eviction,RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | depends on the perception of fairness and neutrality (State v. Volkswagen
States v. Denava,4,0,4,10,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Branthoover-collaborated-to-devise-a-scheme-involving-the-preparati-1.pdf | In United States v. Denava, the court identified the three elements of a RICO"
States v. Hosseini,4,0,4,10,rico;federal_court;appeal;property_financial;law_enforcement,"RESEARCH\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-1.pdf | at 946; United States v. Hosseini, 679 F.3d 544, 558 (7th Cir. 2012) (RICO"
U.S. v. Stratton,4,1,3,10,rico;federal_court;property_financial;recusal;notice,"CASE DOCS\09.22.25 - NOTICE-1-1.pdf | through predicate crimes (U.S. v. Stratton, 649 F.2d 1066, 1074 (5th Cir. 1981)). This agreement"
Ault v. Mulanax,4,0,4,9,notice;jurisdiction;lockout_eviction;federal_court;appeal,"RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf | Texas courts have addressed the jurisdictional limits of trial courts after a nonsuit is taken in divorce proceedings. In Ault v. Mulanax, 724 S.W.2d 824 (Tex. App."
Corp. v. Donziger,4,0,4,9,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-The-mother-transferred--1-576-from-the-marital-bank-account-using-deceptive-means--including-PayPal--1.pdf | Chevron Corp. v. Donziger, 974 F. Supp. 2d 362 (S.D. N.Y. 2014) (""Section"
Corporates v. Security,4,0,4,9,due_process;ex_parte;notice;jurisdiction;lockout_eviction,"RESEARCH\vLex-Vincent-Research-case-law-on-void-1.pdf | ""when, as here, a trial court enters a judgment before it acquires jurisdiction of the parties, the judgment is void."" Similarly, Custom Corporates v. Security"
Energy v. Bell,4,0,4,9,law_enforcement;rico;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-1.pdf | States v. Pierce, 785 F.3d 832 (2nd Cir. 2015); SAAP Energy v. Bell, CASE"
In re McCann,4,0,4,9,jurisdiction;federal_court;appeal;injunction;hearing,"RESEARCH\vLex-Vincent---1--The-Respondent--Charles-Dustin-Myers--filed-a-motion-to-recuse-the-Regional-Presiding-Judge--Da-1.pdf | no adequate remedy at law.' In re McCann, 422 S.W.3d 701, 704 (Tex. Crim."
In re R.P,4,0,4,9,federal_court;appeal;property_financial;custody;law_enforcement,"RESEARCH\BEST INTERESTS.pdf | (Tex. App. Aug 20, 2025), In re R.P. (Tex. App. Feb 28, 2024), and Cox v. Cox"
Inc. v. Ctr,4,0,4,9,rico;federal_court;appeal;property_financial;lockout_eviction,"RESEARCH\vLex-Vincent-Charles-was-evicted-from-his-home--deprived-of-marital-funds--and-removed-from-his-business-as-a-dir-1.pdf | Similarly, Planned Parenthood Fed'n of Am., Inc. v. Ctr. for Med. Progress,"
Inc. v. Makor,4,0,4,9,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Plaintiff-s-complaint-contains-detailed-factual-allegations-regarding-the-timing--nature--and-purpos-1.pdf | favor. See Tellabs, Inc. v. Makor Issues & Rights, Ltd., 551 U.S. 308, 322,"
States v. Garcia,4,0,4,9,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf | collection of unlawful debt,"" United States v. Garcia, 793 F.3d 1194 (10th"
Alfonso v. Skadden,4,0,4,8,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | American, Inc. v. Strong Industries, Inc., 221 SW3d 550, 556 (Tex. 2006); Dubai Petroleum Co. v. Kazi, 12 SW3d 71, 76 (Tex. 2000); and Alfonso v. Skadden,"
Appeals v. McFall,4,0,4,8,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | Board of Disciplinary Appeals v. McFall, 888 S.W.2d 471, 472 (Tex. 1994)."
Association v. McDonough,4,4,0,8,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\04.23.25 - Notice of Trial Setting-1.pdf | Association v. McDonough, 204 U.S. 8 (1907), 204 U. S. 8,27 S. Ct. 236 (1907). Therefore,"
Author. v. Pitonyak,4,0,4,8,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Guadalupe-Blanco River Author. v. Pitonyak, 84 S.W.3d 326 (Tex. App. 2002) further clarifies that ""A plea to the jurisdiction is the vehicle by which a party"
Bourgeois v. Collier,4,0,4,8,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-Treat-the-following--and--tags-as-the-operative-record--Use-them-to-research-applicable-precedent-an (1)-1.pdf | re Norman, 191 S.W.3d 858 (Tex. App. 2006); Bourgeois v. Collier, 959 S.W."
Buttery v. Betts,4,4,0,8,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\05.08.2025_FIRST AMENDED MOTION TO CONSOLIDATE CAUSE NUMBERS 25-0361 25-0367 and 25-0378-1.pdf | and Buttery v. Betts, 422 S.W.2d 149 (Tex. 1967), while primarily addressing trial"
Center v. Smith,4,0,4,8,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-The-complaint-identifies-multiple-predicate-acts--including-wire-fraud--mail-fraud--and-obstruction--1.pdf | Center v. Smith, 576 F.Supp. 1061 (S.D. N.Y. 1983), the court rejected the"
Corp. v. AT&T,4,4,0,8,recusal;fraud_perjury;appeal;discovery;law_enforcement,"CASE DOCS\05.08.2025_FIRST AMENDED MOTION TO CONSOLIDATE CAUSE NUMBERS 25-0361 25-0367 and 25-0378-1.pdf | Corp. v. AT&T Corp., 24 S.W.3d 334, 337 (Tex. 2000) (per curiam))."
County v. Sykes,4,0,4,8,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Dismissal if Jurisdiction Lacking: Harris County v. Sykes, 136 S.W.3d 635 (Tex. 2004) confirms that ""A plea to the jurisdiction is a dilatory plea that seeks"
Dara v. Gish,4,0,4,8,due_process;custody;federal_court;appeal,"RESEARCH\vLex-Vincent-The-court-issued-orders-without-1.pdf | by court decision or by statute. See, e.g., Dara v. Gish, 404 P.3d 154 (Alaska 2017) (third party seeking custody must show by clear and convincing evidence that"
Dixon v. Bank,4,0,4,8,law_enforcement;due_process;jurisdiction;lockout_eviction;associate_judge,"RESEARCH\vLex-Vincent-A-court-in-Texas-has-1.pdf | Consideration of Evidence: Dixon v. Bank of N.Y. Mellon, 507 S.W.3d 783 (Tex. App. 2015) notes that a plea to the jurisdiction ""may challenge the plaintiff's"
Gabriel v. Outlaw,4,0,4,8,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent-Answer-Short-response-The-factual-allegations--if-proven--describe-a-coordinated-and-ongoing-scheme--1.pdf | Gabriel v. Outlaw, CASE NO. 3:20-CV-60-E-BK (N.D. Tex. Mar 01, 2021)"
Gonzalez v. State,4,2,2,8,notice;federal_court;discovery;associate_judge;appeal,"CASE DOCS\05.05.25 - Motion to Disqualify (CARTER)-1.pdf | administration of justice Gonzalez v. State, 117 S.W.3d 831 (Tex. Crim. App. 2003). If an"
Guevara v. Lackner,4,0,4,8,law_enforcement;fraud_perjury;discovery;appeal;protective_order,"RESEARCH\vLex-Vincent-The-wife-filed-an-uncontested-0af1cca4-1.pdf | Berdin v. Allstate Ins. Co., Anderson v. Am. Risk Ins. Co., and Guevara v. Lackner."
Hagner v. Valdez,4,0,4,8,due_process;ex_parte;notice;lockout_eviction;appeal,RESEARCH\protective ORDER.pdf | The statutory scheme is reinforced by case law. In Hagner v. Valdez (Tex.
Harrell v. Harrell,4,0,4,8,ex_parte;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (2)-1.pdf | section 201.015(f) is to require the prompt resolution of appeals from an associate judge's ruling. Harrell v. Harrell, 986 S.W.2d 629, 631 (Tex. App.-El Paso"
